,Season,Episode,Character,Line,prob,class
2065,10,9,Kyle,"Let's take a test sample: There's four of us, you're a retard, that's one-fourth.",98.24281334877014,1
2075,10,9,Butters,"Well, l-, I mean, , you never know. Uh, the government does some pretty spooky things. The government and the corporations headed by the Jews that tear down 9/11.",97.49146103858948,1
2077,10,9,Kyle,"Goddamnit, you see what happens when you spread this stupid crap, fatass?",99.72903728485107,1
2080,10,9,Cartman,You guys are blind! I can't believe that everyone here is just buying into what they're told by the media!  I'm gonna go find out the truth. I'm gonna blow the lid off this whooole 9/11 conspiracy once and for all! ,96.27652168273926,1
2096,10,9,Kyle,"All right, all right, I was not responsible for 9/11!  God-damnit!",99.28550124168396,1
2101,10,9,Sheila,Whatwhatwhaaat?!,99.06243681907654,1
2107,10,9,Other men,"Oh no, oh God, that's so retarded.",97.78799414634705,1
2111,10,9,Jimbo,He's right! The turd could have been put there to cover up 9/11!,98.36758971214294,1
2117,10,9,Mr. Mackey,"Oh no, not the Goddamned-",99.18538331985474,1
2151,10,9,Stan,"Dude, why would the government attack its own buildings?",98.98029565811156,1
2152,10,9,Kyle,...That's retarded.,99.32589530944824,1
2157,10,9,Kyle,"Stan, we can't be seen with this nutjob!  Aw, aw, awww!",99.12017583847046,1
2173,10,9,Rumsfeld,Hahaha. He died like a pig.,97.5184440612793,1
2179,10,9,Stan,Why?!,96.87501192092896,1
2185,10,9,Cheney,Dangit! I missed again!,97.29757905006409,1
2188,10,9,Bush,KILL THEM!,98.8444685935974,1
2189,10,9,Mr. Mackey,"Attention students. Apparently, Clyde could not have been the one who crapped in the urinal, because Clyde had a colostomy at age 5. 'Kay? Now, whoever did this unspeakable act is still at large. The boys' bathroom is closed until further notice, 'cause one of you thought it would be a good idea... to pull down your pants... m'kay, hover your buttcheeks over the urinal... and squeeze out a chocolate hot dog... m'kay?  Oh you think that's funny, h?!  Let me assure you, there is nothing funny... about going up to a nice, clean, unsuspectin' urinal,  'kay, droppin' your pants then... turnin' around... squattin' over that urinal, 'kay, maybe... maybe pullin' your buttcheeks apart with your hands, m'kay, and then layin' out a big fudge dragon for all the world to see.  Oh yeah, that's real funny!  I'm gonna catch this sonofabitch if it's the last thing I DO! M'kay?! ",97.2870409488678,1
2198,10,9,Kyle,Dude! What the hell is going on?!,99.6224284172058,1
2200,10,9,Kyle,"Dude, we aren't going to kill you. ",98.65131974220276,1
2203,10,9,Kyle,Who the fuck are you?!,99.73379969596864,1
2205,10,9,Kyle,Do you mind telling us what the hell is going on??,96.88811898231506,1
2224,10,9,Bush,"We do that too. And most people believe the truth. But one fourth of the population is retarded. If they wanna believe we control everything with intricate plans, why not let them?",95.97277641296388,1
2227,10,9,Kyle,Stan! What the fuck?!,99.73405003547668,1
2235,10,9,Stan,"Oh man, now everyone's gonna know. Why did the stupid Hardly Boys have to be so good at solving mysteries?",99.57929849624634,1
2239,10,9,Stan,Whattaya mean? A bunch of pissed-off Muslims.,99.73279237747192,1
2240,10,9,Frank,"Yeah. What are you, retarded? ",98.6302375793457,1
2243,10,10,Cartman,"And so then, I put my finger up my butthole, right? And I walked up to Kelly Nelson, and I said, ""Do you smell lemon grass?"", and she smelled my finger and puked! Hehehehe. Oh, guys, you should have been there.",98.32754731178284,1
2247,10,10,Cartman,"Oh, suck my balls you ginger Jew rat hall monitor! Punkass stoolie, who the fuck do you think you are?!",99.7364580631256,1
2249,10,10,Cartman,I'm j d d dhh! Do you know why you're a hallway monitor?! Because you don't have any friends! You should kill yourself! You should kill yourself!!,98.23761582374571,1
2251,10,10,Cartman,Aw Goddamnit!,99.73104000091551,1
2265,10,10,Cartman,"You know what this is? This is the mace that they use on bears, faggot! Now let me see your hall pass!",97.95000553131104,1
2271,10,10,Cartman,"I am the Dawg, the big bad-  Oh my God!  What the fuck is this?!",99.72676038742064,1
2321,10,10,Kyle,This is nuts.,98.2254445552826,1
2333,10,10,Sheila,"Sex? Oh bubbe, Ike is much too young. ",97.88745045661926,1
2334,10,10,Det. Yates,"You're so full of crap, Foley.",99.59562420845032,1
2335,10,10,Foley,What? I did shoot him in the face. Twice.,97.36475944519044,1
2338,10,10,Kyle,"Well, I attend South Park Elementary, ah-and... w-one of the teachers is having sssex with a student.",97.99545407295228,1
2342,10,10,Kyle,Yeah. She's having sex with a boy. ,98.4062671661377,1
2347,10,10,Officer 1,Some young boy is having sex with Miss Stevenson?,98.5227346420288,1
2352,10,10,Officer 1,You sure they've had sex?,96.3765799999237,1
2354,10,10,Officer 3,Has she performed oral sex on him?,98.76714944839478,1
2363,10,10,Kyles,Gargh!,98.18873405456544,1
2370,10,10,Kyle,The kindergarten teacher is having sex with my little brother.,98.3293890953064,1
2375,10,10,Cartman,"What's to understand? You get a boner, slap her titties around some and then stick it inside her and pee.",98.71320724487305,1
2376,10,10,Kyle,"""stick it inside her and pee""",98.49875569343568,1
2380,10,10,Kyle,"You guys don't understand! His wacko teacher is like a schoolgirl! They pass notes to each other in the classroom, they have sex at her house over lunch break,  and during class they sneak out and kiss in the hallways! ",97.03866243362428,1
2381,10,10,Cartman,They what??,95.86143493652344,1
2397,10,10,Cartman,"You like bear mace, icehead?!",97.74911403656006,1
2408,10,10,Cartman,"You just dealt with the Dawg, bitch!",99.73819851875304,1
2411,10,10,Jimbo,The kindergarten teacher is suspected of having sex with a student,96.88097834587096,1
2457,10,10,Yates,"Damnit, where were all these sexed-up teachers when I was a kid?!",99.2111086845398,1
2468,10,10,Cartman,"Beth is my bitch. I put a whole crew together, brah. I'm gonna get that hallway-defilng slut no matter what it takes! Are you in?!",99.72922205924988,1
2484,10,10,Cartman,"I am the Dawg, the big bad Dawg!",97.95427322387695,1
2491,10,10,Cartman,"Keep your mouth shut, brah!!",98.7851619720459,1
2505,10,10,Cartman,Bear mace that guy! And that guy! ,96.44268751144408,1
2506,10,10,Cartman,"Freeze, bitch!",99.7359573841095,1
2520,10,10,Ike,I don deser futty bad man.,97.493714094162,1
2527,10,10,Cartman,"Well, looks like once again, the Dawg has prevailed. I hope you've learned, kids, that if you don't go with Christ, you could end up just like that splattered bitch down on the pavement.",99.44593906402588,1
2545,10,11,Cartman,"See? You're scared. Because you know if you say it a third time, he's gonna show up and shoot you in the face. ",97.01245427131651,1
2553,10,11,Cartman,Biggie Smalls... Biggie Smalls... ,96.60788774490356,1
2572,10,11,Biggie Smalls,What the fuck is THIS?!,99.72930550575256,1
2579,10,11,Butters,"But Dad, he's gonna bust a cap in my ass!",99.60362315177916,1
2582,10,11,Stephen,"...Honestly, why do let him watch that darn Black Entertainment Channel?",97.9032039642334,1
2598,10,11,Male Staffer,Diddy did it.,97.40074276924132,1
2608,10,11,Smalls,You punkass fool!,99.73596930503844,1
2612,10,11,Smalls,"You'd better have a good reason, sucka!",99.68679547309875,1
2614,10,11,Smalls,"Damn! Every Halloween I gots t deal with this shit! I'm in hell, mindin' my own business, and the next thing I know, I'm in some kid's bafroom.",99.6277630329132,1
2616,10,11,Smalls,"You don't understand, fool! I ain't missin' the party!",97.25321531295776,1
2620,10,11,Smalls,"How, punk?! We don't use money in her, nigga!",99.72211122512816,1
2621,10,11,Butters,"Well damn, nigger, there's gotta be some way!",99.69147443771362,1
2622,10,11,Smalls,"This is your fault, homie! You've gots to get me to that party in L.A., or i'm gonna smoke your ass!",99.66863989830016,1
2632,10,11,Dahmer,Who's lousing?,97.53065705299376,1
2639,10,11,Bundy,"Gacy, you nbskull, what'd ya kill him for?!",99.52214360237122,1
2645,10,11,Bundy,You nincompoop! ,99.72692131996156,1
2649,10,11,Bundy,Gacy!  What'dja kill him for?!  Siddonw!,98.58430027961732,1
2654,10,11,Bundy,Get outta here.  Be quiet.  You idiots! Now who's gonna help us load the Ferrari cake onto the flatbed?!,99.61003065109252,1
2657,10,11,Cartman,Dude...,99.55066442489624,1
2662,10,11,Randy,Biggie Smalls?,99.3933379650116,1
2676,10,11,Smalls,"Oh, God-damnit! ",99.72506165504456,1
2678,10,11,Kyle,Holy crap!!,99.71447587013245,1
2679,10,11,Smalls,That's it! Now I'm pissed! ,95.89513540267944,1
2682,10,11,Satan,"Everyone quiet! Here he is, the man of the night, SATAN!  Get out of the way, Hitler! You're ruining my entrance! Gaau!",98.39268326759338,1
2683,10,11,Cardinal Mahoney,"Yes, hello? It this the fire department?  Wait, shh, shh, shh.  I need to make a complaint to the fire marshal.  He's what? Where?  Damn your evil heart, Satan!!",98.2807755470276,1
2705,10,11,Gacy,Yeah. He likes havin' sex with dead bodies. ,98.32665920257568,1
2706,10,11,Bundy,Dahmer! Stop havin' sex with them intestines!,99.58786964416504,1
2707,10,11,Dahmer,What good are intestines if you can't have sex with them?,98.54595065116882,1
2715,10,11,Bundy,What's the matter with you?! It's ruined!,96.16210460662842,1
2729,10,11,Smalls,Motherfucking God-damnit!,99.73794221878052,1
2731,10,11,Smalls,"Cool this, sucka! ",99.72467422485352,1
2741,10,11,Bundy,Shut up!,99.3320882320404,1
2752,10,11,Bundy,Shut up! ,98.9933431148529,1
2765,10,11,Satan,IT'S NOT THE CAR I WANTED! THE WHOLE PARTY'S RUINED! ,97.16324210166933,1
2768,10,11,Frank Sinatra,"Wow, what a jerk.",97.82741665840148,1
2769,10,11,A Cowboy,"Come on, Helen. Let's just go back to hell. I'm suddenly not so hungry for Acura cake.",95.7368791103363,1
2776,10,11,Smalls,"I am soo sick of this! Wait, I'm at the party.",97.05294370651244,1
2801,10,12,Mrs. Garrison,"Now I, for one, think evolution is a bunch of BULL CRAP. But I've been told I have to teach it anyway. It was thought up by Charles Darwin and it goes something like this:  In the beginning we were all fish. Okay? Swimming around in the water. And then one day a couple of fish had a retard baby, and the retard baby was different, so it got to live. So Retard Fish goes on to make more retard babies, and then one day, a retard baby fish crawled out of the ocean with its  mutant fish hands... and it had butt sex with a squirrel or something and made this.  retard frog squirrel, and then that had a retard baby which was a... monkey fish-frog... And then this monkey fish-frog had butt sex with that monkey, and... that monkey had a mutant retard baby that screwed another monkey and... that made you!  So there you go! You're the retarded offspring of five monkeys having butt sex with a fish-squirrel! Congratulations!",98.21033477783205,1
2822,10,12,Kyle,"You'll die, retard!",99.724280834198,1
2824,10,12,Stan,"Dude, no way.",95.47885656356812,1
2825,10,12,Kyle,"Yeah, I hate you, but I'm not going to help kill you.",98.74835014343262,1
2827,10,12,Father,"Principal Victoria, we are a devout Catholic family! Do you mind telling me why my daughter now thinks she's a retarded fish-frog?!",98.2622504234314,1
2835,10,12,Mr. Triscotti,No you don't! Shut up! ,98.37393164634705,1
2841,10,12,Mrs. Garrsion,"Shut up, faggot! Principal Victoria, I can teach my own class!",99.6177077293396,1
2846,10,12,Mrs. Garrison,Retarded fish-frogs.,99.61133003234865,1
2848,10,12,Mrs. Garrison,"Well, you're a faggot!  Continue.",99.66747760772704,1
2854,10,12,Mrs. Garrison,"What about the fact that if I believe in this crap, you're gonna go to hell?! Doesn't that bother you a little?",99.54519867897034,1
2859,10,12,Mr. Dawkins,What on earth are you doing?? ,96.08994722366332,1
2860,10,12,Mrs. Garrison,"Don't ask me, I'm a fuckin' monkey!! ",99.72466230392456,1
2895,10,12,Cartman,"All right, now get out of here. You can't freeze too, or else we're both screwed.  Get out of here, you asshole! You're gonna ruin everything!",99.70876574516296,1
2898,10,12,Mrs. Garrison,"So I told my gynecologist, ""you put so many things in my vagina, maybe I should charge you!"" ",98.86224865913393,1
2913,10,12,Mrs. Garrison,"Yeah, pound my monkey hole, Richard! Yeah, I'm a monkey all right!",97.92779088020325,1
2919,10,12,Cartman,"Safe where, butthole?!",99.67819452285768,1
2922,10,12,Shvek,"You have been frozen in ice for over 500 years.  Butters? Butters, you black asshole?! ",99.69817996025084,1
2926,10,12,Cartman,"Primitive? It has motion-control controllers, asswipe!",99.24198985099792,1
2939,10,12,Mrs. Garrison,"Uh oh, retard alert! Retard alert, class!  Do you believe in a flying spaghetti monster too, bubblehead?!",98.64764213562012,1
2946,10,12,Mr. Dawkins,"Can you imagine a world with no religion? No Muslims killing Jews, no Christians bombing abortion clinics. The world would be a wonderful place... without God.",98.6349105834961,1
2948,10,12,Mr. Dawkins,"Oh, just let me see those beautiful breasts again.",95.99424600601196,1
2952,10,12,Butters,"Quick, General Disarray! Kill those superheroes!",98.5082507133484,1
2996,10,12,Shvek,What in Science's name was that?! ,96.5086817741394,1
2999,10,12,UAA Member 1,"Science damn you, Unified Atheist League!",98.66655468940736,1
3009,10,12,AAA Leader,"Science damn you, United Atheist Alliance!",98.46141338348389,1
3011,10,12,AAA Leader,"It won't make a difference! This is the dawning of the sea otter! Know this, time child! I shall smash your skull like a clam on my tmy!",97.95441031455994,1
3014,10,12,Sea Otters,The nafferty! ,98.8507866859436,1
3031,10,13,Blavius,"SCIENCE DAMN YOU, TIME CHILD!",99.43600296974182,1
3047,10,13,Cartman,You've gotta be shittin' me!! Science-damnit! I am so fucking sick of the future! ,99.72699284553528,1
3052,10,13,Cartman,"Suck my balls, K-10. I'm not in the mood.",97.64337539672852,1
3053,10,13,UAA Leader,"Fellow atheists: the time child has returned with information on our sworn enemies, the Allied Atheist Alliance. They have started digging for clams in sector J7. If we mount an all-out attack, we can wipe out their food supply!",95.33302187919617,1
